text,Autism_Diagnosis
I usually understand sarcasm. i usually understand sarcasm. ask six significant note mother how.,0
I like trying new restaurants. i've noticed this for a while.,0
I sumtimes miss social cues. loud noises bother me. my friend says this is normal.,1
I eat similar foods regularly. certain sounds really irritate me.,0
I'm okay with last-minute changes.,0
I adapt well to new situations.,0
I prefer sticking to my routines... difference hear method last able...,1
Different textures don't bother me.,1
Some clothin' textures feel uncomfortable. some clothin' textures feel uncomfortable. i organize my thingz carefully. my family member says this is normal.,1
Certain sounds really irritate me. i prefer sticking to my routines. certain sounds really irritate me. it depends on my mood.,1
Loud noises bother me. some clothing textures feel uncomfortable. i've noticed this for a while.,1
I enjoy socializin' with people. i usually understand sarcasm. i've noticed this for a while.,0
I adapt well to new situations. chair figure box yard past his radio.,0
Changes to my schedule upset me. i prefer quiet time alone. i like knowing what to expect. my family member says this is normal.,1
Group settings make me anxious. changes to my schedule upset me. i prefer quiet time alone.,1
I sometimes don't get jokes right away. i don't always read facial expressions well. i'm working on this.,1
Meeting new people excites me. i enjoy socializing with people. i've noticed this for a while.,0
I adapt well to new situations. by later nearly travel.,0
I'm flexible with my schedule. i've noticed this for a while.,0
Making friends feels challenging sometimes. i like knowing what to expect. i eat similar foods regularly. i'm working on this.,1
I adapt well to new situations. i'm okay with last-minute changes. i'm working on this.,0
Concerts and parties are fun...,0
Loud noises bother me. changes to my schedule upset me.,1
Bright lights can be painful. some clothing textures feel uncomfortable. conversations can be confusing. i'm working on this.,1
I like trying new restaurants. concerts and parties are fun. my friend says this is normal.,0
I organize my things carefully. making friends feels challenging sometimes. i'm working on this.,1
Concerts and parties are fun. i adapt well to new situations. perform character environment.,0
Bright lights can be painful. i sometimes don't get jokes right away. i don't always read facial expressions well. i've noticed this for a while.,1
I really enjoy talking about my interests. i've noticed this for a while.,1
I'm okay with last-minute changes. rock tell kind stock require life.,0
I eat similar foods regularly. strong smells sometimes make me nauseous. i've noticed this for a while.,1
I organize my things carefully. i sometimes miss social cues. i'm working on this.,1
Eye contact feels natural. concerts and parties are fun. economic of house in even.,0
I'm flexible with my schedule. my family member says this is normal.,0
People say i'm very literal. certain sounds really irritate me. it depends on my mood.,1
Eye contact feels natural. it depends on my mood.,0
Changes to my schedule upset me... i often struggle with eye contact... changes to my schedule upset me... my friend says this is normal...,1
I usually understand sarcasm. my family member says this is normal.,0
Loud noises bother me. i like knowing what to expect. i like knowing what to expect. it depends on my mood.,0
I'm okay with last-minute changes. concerts and parties are fun. i've noticed this for a while.,0
Meeting new people excites me. i'm working on this.,0
I sometimes don't get jokes right away. my colleague says this is normal.,1
People say i'm very literal. i often struggle with eye contact. my friend says this is normal.,1
I eat similar foods regularly. i eat similar foods regularly. certain sounds really irritate me. it depends on my mood.,0
Different textures don't bother me. my friend says this is normal.,0
I'm okay with last-minute changes. my friend says this is normal.,0
Some clothing textures feel uncomfortable. it depends on my mood.,1
Concerts and parties are fun. it depends on my mood.,1
Eye contact feels natural. i'm working on this.,0
Concerts and parties are fun. eye contact feels natural.,0
Group settings make me anxious. i often struggle with eye contact. guess find hour much he hard painting.,1
I sometimes miss social cues. strong smells sometimes make me nauseous.,1
I usually understand sarcasm. door condition require course.,0
I usually understand sarcasm. i'm okay with last-minute changes. i'm working on this.,0
Changes to my schedule upset me. loud noises bother me. i don't always read facial expressions well. hospital five few after kid common report manage.,0
Eye contact feels natural. i'm flexible with my schedule. sister hundred certain support why should position.,1
I often struggle with eye contact. i like knowing what to expect. loud noises bother me. my family member says this is normal.,0
Bright lights can be painful. changes to my schedule upset me. i don't always read facial expressions well. i'm working on this.,1
I enjoy socializing with people. it depends on my mood.,0
I'm flexible with my schedule. meetin' new people excites me. hair evidence plant could.,0
I don't always read facial expressions well. certain sounds really irritate me. bright lights can be painful. it depends on my mood.,1
I enjoy socializing with people. i'm okay with last-minute changes. building meeting treatment top agreement other head.,0
